Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,AGE,Ecotype,isolate,Collection_Date,treatment,BIOMATERIAL_PROVIDER,collected_by,disease,replicate,sample_type,disease_stage,temp,cell_type,Replicate_and_Read,sex,GEO_Accession (exp),source_name,ID,tmp,growth_protocol,Sample_Name,agent,common_name,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,external_id,genotype,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),growth_facility,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,isolation_and_growth_condition,organism_common_name,plant_developmental_stage,plant_growth_medium,plant_structure,Source_material_identifiers,Submitter_Id,pair_end_sequencing,aliquot,BREED,coded/blinded_study_arm,Sample_id,strain,test_day,time_of_blood_draw,unblinded_study_arm,Host,isolation_source,Biological_Replicate,differentiation,plant_treatment,=replicate,paried,replicated,host_strain,infection_timepoint,phage,breeding_method,lat_lon,height_or_length,N,air_temp_regm,altitude,antibiotic_regm,env_broad_scale,env_local_scale,env_medium,source_uvig,virus_enrich_appr,humidity,Temperature_Range,tissues,age_units,Annual.household.income..Biospecimen.,Anti.infective..Biospecimen.,Autism.spectrum.disorder..Biospecimen.,Average.conc..Extract.,Batch..OmicsFileSet.,Behavior.video.submitted..M3...Biospecimen.,Biospecimen.Barcode,Biospecimen.consumption,Biospecimen.consumption.unit,Biospecimen.Date.Collected,Biospecimen.Description,Biospecimen.ID,Biospecimen.location..Extract.,Biospecimen.mass,Biospecimen.mass.unit,Biospecimen.Name,Born.by.caesarian.section..Biospecimen.,Born.prematurely..Biospecimen.,Conc1..Extract.,Conc2..Extract.,Constipation..Biospecimen.,Conversation.ability..Biospecimen.,Dairy..consumption.frequency...Biospecimen.,Developmental_stage,Diarrhea..Biospecimen.,Diet.during.infancy..Biospecimen.,Dietary.regime..Biospecimen.,Dietary.restrictions..M3...Biospecimen.,Dietary.restrictions.details..M3...Biospecimen.,Dietary.supplement..Biospecimen.,Environmental.tobacco.smoke.exposure..Biospecimen.,Extract.Barcode,Extract.concentration,Extract.concentration.unit
SRR8936175,RNA-Seq,202,2081676256,SAMN11474817,1205526062,SEOUL NATIONAL UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX5716816,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:20:00Z,1,02,SRP193220,PRJNA533973,02,Fruit,USA,North America,Plant,USA,Bluecrop,pale green,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8936176,RNA-Seq,202,2771345060,SAMN11474822,1603551618,SEOUL NATIONAL UNIVERSITY,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX5716815,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:21:00Z,1,07,SRP193220,PRJNA533973,07,Fruit,USA,North America,Plant,USA,Bluecrop,reddish purple,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8936177,RNA-Seq,202,2421602260,SAMN11474823,1406821370,SEOUL NATIONAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5716814,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:21:00Z,1,08,SRP193220,PRJNA533973,08,Fruit,USA,North America,Plant,USA,Bluecrop,reddish purple,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8936178,RNA-Seq,202,2380524752,SAMN11474820,1381912003,SEOUL NATIONAL UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX5716813,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:21:00Z,1,05,SRP193220,PRJNA533973,05,Fruit,USA,North America,Plant,USA,Bluecrop,pale green,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8936179,RNA-Seq,202,2605864034,SAMN11474821,1523391900,SEOUL NATIONAL UNIVERSITY,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5716812,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:22:00Z,1,06,SRP193220,PRJNA533973,06,Fruit,USA,North America,Plant,USA,Bluecrop,pale green,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8936180,RNA-Seq,202,2608848180,SAMN11474824,1517181861,SEOUL NATIONAL UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX5716811,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-04-21T00:00:00Z,2019-04-21T17:21:00Z,1,09,SRP193220,PRJNA533973,09,Fruit,USA,North America,Plant,USA,Bluecrop,reddish purple,10 years,"Suwon\, Republic of Korea",Seoul National University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646780,RNA-Seq,200,5523587800,SAMN11038245,1929091717,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444669,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:48:00Z,1,GSM3635864,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635864,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,fasting,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646781,RNA-Seq,200,5077283200,SAMN11038244,1766346443,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444670,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:45:00Z,1,GSM3635865,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635865,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,3 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646782,RNA-Seq,200,5157465800,SAMN11038243,1803978069,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444671,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:45:00Z,1,GSM3635866,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635866,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,6 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646783,RNA-Seq,200,5976658600,SAMN11038242,2066124897,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444672,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:49:00Z,1,GSM3635867,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635867,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,fasting,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646784,RNA-Seq,200,5411189000,SAMN11038268,1879312457,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444673,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:48:00Z,1,GSM3635868,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635868,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,3 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646785,RNA-Seq,200,5478603000,SAMN11038267,1902250498,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444674,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:48:00Z,1,GSM3635869,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635869,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,6 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646798,RNA-Seq,200,5156482200,SAMN11038219,1849904566,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444687,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:46:00Z,1,GSM3635882,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635882,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,fasting,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646799,RNA-Seq,200,4583881000,SAMN11038218,1646095731,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444688,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:46:00Z,1,GSM3635883,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635883,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,3 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646800,RNA-Seq,200,4438169200,SAMN11038217,1594111437,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444689,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:48:00Z,1,GSM3635884,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,female,GSM3635884,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,3,6 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646804,RNA-Seq,200,4746211200,SAMN11038238,1693122358,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444693,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:46:00Z,1,GSM3635888,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635888,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,2,fasting,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646805,RNA-Seq,200,4684818200,SAMN11038237,1673732089,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444694,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:47:00Z,1,GSM3635889,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635889,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,2,3 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646806,RNA-Seq,200,4544012200,SAMN11038236,1618011532,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444695,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:46:00Z,1,GSM3635890,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635890,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,2,6 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646810,RNA-Seq,200,5856042200,SAMN11038232,2107749701,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444699,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:48:00Z,1,GSM3635894,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635894,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,fasting,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646811,RNA-Seq,200,5948687200,SAMN11038231,2125674596,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444700,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:50:00Z,1,GSM3635895,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635895,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,3 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8646812,RNA-Seq,200,5542568400,SAMN11038256,1982937594,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5444701,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-02T00:00:00Z,2019-02-28T15:50:00Z,1,GSM3635896,SRP187105,PRJNA524902,,,,,,,,,,,,,,,,,,,,,,,male,GSM3635896,Whole blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,1,6 hr postprandial,Blueberry_SunflowerOil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571967,RNA-Seq,202,4585304252,SAMN10927461,1906826197,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373109,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:40:00Z,1,AD2,SRP185787,PRJNA522299,AD2,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 pulp RNA library replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571968,RNA-Seq,202,5146654374,SAMN10927462,2081069786,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373108,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:41:00Z,1,AD3,SRP185787,PRJNA522299,AD3,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 pulp RNA library replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571969,RNA-Seq,202,4890640786,SAMN10927459,1992014438,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373107,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:41:00Z,1,AC1,SRP185787,PRJNA522299,AC1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 skin RNA library replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571970,RNA-Seq,202,5107920470,SAMN10927460,2072074331,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373106,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:41:00Z,1,AD1,SRP185787,PRJNA522299,AD1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 pulp RNA library replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571971,RNA-Seq,202,5024537496,SAMN10927465,2016483332,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373105,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:41:00Z,1,AQ1,SRP185787,PRJNA522299,AQ1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 skin RNA library replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571972,RNA-Seq,202,4718859784,SAMN10927466,1899900780,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373104,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:40:00Z,1,AR1,SRP185787,PRJNA522299,AR1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 pulp RNA library replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571973,RNA-Seq,202,5715012684,SAMN10927463,2311594093,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373103,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:42:00Z,1,AE1,SRP185787,PRJNA522299,AE1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 skin RNA library replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571974,RNA-Seq,202,6225037636,SAMN10927464,2520876567,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373102,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:43:00Z,1,AE2,SRP185787,PRJNA522299,AE2,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-37 skin RNA library replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571975,RNA-Seq,202,5794139114,SAMN10927467,2338964318,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373101,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:43:00Z,1,AR3,SRP185787,PRJNA522299,AR3,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 pulp RNA library replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571976,RNA-Seq,202,5594261730,SAMN10927468,2251402644,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373100,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:42:00Z,1,AS1,SRP185787,PRJNA522299,AS1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 skin RNA library replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571977,RNA-Seq,202,5845185524,SAMN10927469,2380203003,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373099,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:43:00Z,1,AS2,SRP185787,PRJNA522299,AS2,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 skin RNA library replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8571978,RNA-Seq,202,4205464260,SAMN10927470,1708834871,UNIVERSITY OF FLORIDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5373098,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2020-03-12T00:00:00Z,2019-02-13T16:39:00Z,1,AT1,SRP185787,PRJNA522299,AT1,Mature Fruit,USA,North America,Plant,"USA: Waldo\, Florida",,,7 years,Indigocrisp x Sweetcrisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236-84 pulp RNA library replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
